AP1597688809841ahgs,20201107,466,WDW,fwvs,pecc,perftest@dis.sink.sparkpostmail.com,9854,20210715,51.12
AP1597688809841ahgs,20201107,466,WDW,fwvs,pecc,perftest@dis.sink.sparkpostmail.com,9854,20210814,51.12
AP1597688809841ahgs,20201107,466,WDW,fwvs,pecc,perftest@dis.sink.sparkpostmail.com,9854,20210913,51.12
AP1597688809841bjwg,20201011,990,WDW,wczr,cauz,perftest@dis.sink.sparkpostmail.com,8966,20210618,69.21
AP1597688809841bjwg,20201011,990,WDW,wczr,cauz,perftest@dis.sink.sparkpostmail.com,8966,20210718,69.21
AP1597688809841bjwg,20201011,990,WDW,wczr,cauz,perftest@dis.sink.sparkpostmail.com,8966,20210817,69.21
AP1597688809842xvrb,20210217,861,WDW,wekk,lsbb,perftest@dis.sink.sparkpostmail.com,9826,20211025,75.47
AP1597688809842xvrb,20210217,861,WDW,wekk,lsbb,perftest@dis.sink.sparkpostmail.com,9826,20211124,75.47
AP1597688809842xvrb,20210217,861,WDW,wekk,lsbb,perftest@dis.sink.sparkpostmail.com,9826,20211224,75.47
AP1597688809843mmox,20210102,799,WDW,aful,ezmz,perftest@dis.sink.sparkpostmail.com,6955,20210909,12.80
AP1597688809843mmox,20210102,799,WDW,aful,ezmz,perftest@dis.sink.sparkpostmail.com,6955,20211009,12.80
AP1597688809843mmox,20210102,799,WDW,aful,ezmz,perftest@dis.sink.sparkpostmail.com,6955,20211108,12.80
AP1597688809844nzri,20210117,124,WDW,prmw,ldgk,perftest@dis.sink.sparkpostmail.com,1309,20210924,22.12
AP1597688809844nzri,20210117,124,WDW,prmw,ldgk,perftest@dis.sink.sparkpostmail.com,1309,20211024,22.12
AP1597688809844nzri,20210117,124,WDW,prmw,ldgk,perftest@dis.sink.sparkpostmail.com,1309,20211123,22.12
AP1597688809845ymnh,20200922,801,WDW,fkxn,uivb,perftest@dis.sink.sparkpostmail.com,7861,20210530,29.50
AP1597688809845ymnh,20200922,801,WDW,fkxn,uivb,perftest@dis.sink.sparkpostmail.com,7861,20210629,29.50
AP1597688809845ymnh,20200922,801,WDW,fkxn,uivb,perftest@dis.sink.sparkpostmail.com,7861,20210729,29.50
AP1597688809846aees,20210102,525,WDW,davr,igqq,perftest@dis.sink.sparkpostmail.com,8174,20210909,58.20
AP1597688809846aees,20210102,525,WDW,davr,igqq,perftest@dis.sink.sparkpostmail.com,8174,20211009,58.20
AP1597688809846aees,20210102,525,WDW,davr,igqq,perftest@dis.sink.sparkpostmail.com,8174,20211108,58.20
AP1597688809847vodq,20200920,559,WDW,otxo,ityy,perftest@dis.sink.sparkpostmail.com,0700,20210528,00.18
AP1597688809847vodq,20200920,559,WDW,otxo,ityy,perftest@dis.sink.sparkpostmail.com,0700,20210627,00.18
AP1597688809847vodq,20200920,559,WDW,otxo,ityy,perftest@dis.sink.sparkpostmail.com,0700,20210727,00.18
AP1597688809848oyah,20200922,232,WDW,vpch,bifg,perftest@dis.sink.sparkpostmail.com,6265,20210530,94.37
AP1597688809848oyah,20200922,232,WDW,vpch,bifg,perftest@dis.sink.sparkpostmail.com,6265,20210629,94.37
AP1597688809848oyah,20200922,232,WDW,vpch,bifg,perftest@dis.sink.sparkpostmail.com,6265,20210729,94.37
AP1597688809849lyyw,20210102,864,WDW,amgv,zzjl,perftest@dis.sink.sparkpostmail.com,3958,20210909,85.47
AP1597688809849lyyw,20210102,864,WDW,amgv,zzjl,perftest@dis.sink.sparkpostmail.com,3958,20211009,85.47
AP1597688809849lyyw,20210102,864,WDW,amgv,zzjl,perftest@dis.sink.sparkpostmail.com,3958,20211108,85.47
AP1597688809850exuf,20201010,854,WDW,wctg,mpkk,perftest@dis.sink.sparkpostmail.com,8503,20210617,26.21
AP1597688809850exuf,20201010,854,WDW,wctg,mpkk,perftest@dis.sink.sparkpostmail.com,8503,20210717,26.21
AP1597688809850exuf,20201010,854,WDW,wctg,mpkk,perftest@dis.sink.sparkpostmail.com,8503,20210816,26.21
AP1597688809851dzdn,20201212,146,WDW,qqan,yrpf,perftest@dis.sink.sparkpostmail.com,3124,20210819,78.01
AP1597688809851dzdn,20201212,146,WDW,qqan,yrpf,perftest@dis.sink.sparkpostmail.com,3124,20210918,78.01
AP1597688809851dzdn,20201212,146,WDW,qqan,yrpf,perftest@dis.sink.sparkpostmail.com,3124,20211018,78.01
AP1597688809851tvjk,20201104,413,WDW,khtk,mtfy,perftest@dis.sink.sparkpostmail.com,0832,20210712,00.76
AP1597688809851tvjk,20201104,413,WDW,khtk,mtfy,perftest@dis.sink.sparkpostmail.com,0832,20210811,00.76
AP1597688809851tvjk,20201104,413,WDW,khtk,mtfy,perftest@dis.sink.sparkpostmail.com,0832,20210910,00.76
AP1597688809852qddr,20201018,582,WDW,rhqc,vrcb,perftest@dis.sink.sparkpostmail.com,9509,20210625,09.53
AP1597688809852qddr,20201018,582,WDW,rhqc,vrcb,perftest@dis.sink.sparkpostmail.com,9509,20210725,09.53
AP1597688809852qddr,20201018,582,WDW,rhqc,vrcb,perftest@dis.sink.sparkpostmail.com,9509,20210824,09.53
AP1597688809853zkeu,20201212,220,WDW,efyu,xgie,perftest@dis.sink.sparkpostmail.com,5244,20210819,92.56
AP1597688809853zkeu,20201212,220,WDW,efyu,xgie,perftest@dis.sink.sparkpostmail.com,5244,20210918,92.56
AP1597688809853zkeu,20201212,220,WDW,efyu,xgie,perftest@dis.sink.sparkpostmail.com,5244,20211018,92.56
AP1597688809854ehdx,20210223,563,WDW,hvjo,zegp,perftest@dis.sink.sparkpostmail.com,3276,20211031,56.35
AP1597688809854ehdx,20210223,563,WDW,hvjo,zegp,perftest@dis.sink.sparkpostmail.com,3276,20211130,56.35
AP1597688809854ehdx,20210223,563,WDW,hvjo,zegp,perftest@dis.sink.sparkpostmail.com,3276,20211230,56.35
AP1597688809855vgrh,20210105,246,WDW,lwpi,iqrn,perftest@dis.sink.sparkpostmail.com,4313,20210912,99.35
AP1597688809855vgrh,20210105,246,WDW,lwpi,iqrn,perftest@dis.sink.sparkpostmail.com,4313,20211012,99.35
AP1597688809855vgrh,20210105,246,WDW,lwpi,iqrn,perftest@dis.sink.sparkpostmail.com,4313,20211111,99.35
AP1597688809855sprf,20201216,547,WDW,lidl,lysw,perftest@dis.sink.sparkpostmail.com,4270,20210823,64.23
AP1597688809855sprf,20201216,547,WDW,lidl,lysw,perftest@dis.sink.sparkpostmail.com,4270,20210922,64.23
AP1597688809855sprf,20201216,547,WDW,lidl,lysw,perftest@dis.sink.sparkpostmail.com,4270,20211022,64.23
AP1597688809856nzmm,20201228,553,WDW,bbmh,zdvq,perftest@dis.sink.sparkpostmail.com,2815,20210904,99.61
AP1597688809856nzmm,20201228,553,WDW,bbmh,zdvq,perftest@dis.sink.sparkpostmail.com,2815,20211004,99.61
AP1597688809856nzmm,20201228,553,WDW,bbmh,zdvq,perftest@dis.sink.sparkpostmail.com,2815,20211103,99.61
AP1597688809858onmb,20210129,873,WDW,uiga,nkgt,perftest@dis.sink.sparkpostmail.com,1350,20211006,46.50
AP1597688809858onmb,20210129,873,WDW,uiga,nkgt,perftest@dis.sink.sparkpostmail.com,1350,20211105,46.50
AP1597688809858onmb,20210129,873,WDW,uiga,nkgt,perftest@dis.sink.sparkpostmail.com,1350,20211205,46.50
AP1597688809858msxk,20201108,565,WDW,fojx,ifym,perftest@dis.sink.sparkpostmail.com,8137,20210716,82.95
AP1597688809858msxk,20201108,565,WDW,fojx,ifym,perftest@dis.sink.sparkpostmail.com,8137,20210815,82.95
AP1597688809858msxk,20201108,565,WDW,fojx,ifym,perftest@dis.sink.sparkpostmail.com,8137,20210914,82.95
AP1597688809859ezoq,20201109,217,WDW,pfmz,gfyv,perftest@dis.sink.sparkpostmail.com,1649,20210717,77.44
AP1597688809859ezoq,20201109,217,WDW,pfmz,gfyv,perftest@dis.sink.sparkpostmail.com,1649,20210816,77.44
AP1597688809859ezoq,20201109,217,WDW,pfmz,gfyv,perftest@dis.sink.sparkpostmail.com,1649,20210915,77.44
AP1597688809860akqj,20210219,819,WDW,ftmm,pwsh,perftest@dis.sink.sparkpostmail.com,1431,20211027,39.48
AP1597688809860akqj,20210219,819,WDW,ftmm,pwsh,perftest@dis.sink.sparkpostmail.com,1431,20211126,39.48
AP1597688809860akqj,20210219,819,WDW,ftmm,pwsh,perftest@dis.sink.sparkpostmail.com,1431,20211226,39.48
AP1597688809861acoa,20201114,589,WDW,xqdv,zhmp,perftest@dis.sink.sparkpostmail.com,2864,20210722,12.84
AP1597688809861acoa,20201114,589,WDW,xqdv,zhmp,perftest@dis.sink.sparkpostmail.com,2864,20210821,12.84
AP1597688809861acoa,20201114,589,WDW,xqdv,zhmp,perftest@dis.sink.sparkpostmail.com,2864,20210920,12.84
AP1597688809863vtdx,20200905,880,WDW,hgme,wskg,perftest@dis.sink.sparkpostmail.com,2093,20210513,67.79
AP1597688809863vtdx,20200905,880,WDW,hgme,wskg,perftest@dis.sink.sparkpostmail.com,2093,20210612,67.79
AP1597688809863vtdx,20200905,880,WDW,hgme,wskg,perftest@dis.sink.sparkpostmail.com,2093,20210712,67.79
AP1597688809864rdfv,20201211,803,WDW,lobr,nlcy,perftest@dis.sink.sparkpostmail.com,7248,20210818,14.26
AP1597688809864rdfv,20201211,803,WDW,lobr,nlcy,perftest@dis.sink.sparkpostmail.com,7248,20210917,14.26
AP1597688809864rdfv,20201211,803,WDW,lobr,nlcy,perftest@dis.sink.sparkpostmail.com,7248,20211017,14.26
AP1597688809865tyqo,20200924,389,WDW,qakb,akcb,perftest@dis.sink.sparkpostmail.com,0690,20210601,57.95
AP1597688809865tyqo,20200924,389,WDW,qakb,akcb,perftest@dis.sink.sparkpostmail.com,0690,20210701,57.95
AP1597688809865tyqo,20200924,389,WDW,qakb,akcb,perftest@dis.sink.sparkpostmail.com,0690,20210731,57.95
AP1597688809866xopt,20201224,543,WDW,upvw,heut,perftest@dis.sink.sparkpostmail.com,7088,20210831,20.01
AP1597688809866xopt,20201224,543,WDW,upvw,heut,perftest@dis.sink.sparkpostmail.com,7088,20210930,20.01
AP1597688809866xopt,20201224,543,WDW,upvw,heut,perftest@dis.sink.sparkpostmail.com,7088,20211030,20.01
AP1597688809867lupf,20200905,669,WDW,cjsw,lkjh,perftest@dis.sink.sparkpostmail.com,0256,20210513,38.14
AP1597688809867lupf,20200905,669,WDW,cjsw,lkjh,perftest@dis.sink.sparkpostmail.com,0256,20210612,38.14
AP1597688809867lupf,20200905,669,WDW,cjsw,lkjh,perftest@dis.sink.sparkpostmail.com,0256,20210712,38.14
AP1597688809868kfhb,20201130,443,WDW,wowr,smxk,perftest@dis.sink.sparkpostmail.com,3277,20210807,09.51
AP1597688809868kfhb,20201130,443,WDW,wowr,smxk,perftest@dis.sink.sparkpostmail.com,3277,20210906,09.51
AP1597688809868kfhb,20201130,443,WDW,wowr,smxk,perftest@dis.sink.sparkpostmail.com,3277,20211006,09.51
AP1597688809869bwqi,20210213,018,WDW,cxut,kwuu,perftest@dis.sink.sparkpostmail.com,7515,20211021,16.81
AP1597688809869bwqi,20210213,018,WDW,cxut,kwuu,perftest@dis.sink.sparkpostmail.com,7515,20211120,16.81
AP1597688809869bwqi,20210213,018,WDW,cxut,kwuu,perftest@dis.sink.sparkpostmail.com,7515,20211220,16.81
AP1597688809870ehlo,20201228,303,WDW,cmfe,jryt,perftest@dis.sink.sparkpostmail.com,6776,20210904,59.19
AP1597688809870ehlo,20201228,303,WDW,cmfe,jryt,perftest@dis.sink.sparkpostmail.com,6776,20211004,59.19
AP1597688809870ehlo,20201228,303,WDW,cmfe,jryt,perftest@dis.sink.sparkpostmail.com,6776,20211103,59.19
AP1597688809871rhye,20210119,326,WDW,qvvd,hybj,perftest@dis.sink.sparkpostmail.com,3215,20210926,96.56
AP1597688809871rhye,20210119,326,WDW,qvvd,hybj,perftest@dis.sink.sparkpostmail.com,3215,20211026,96.56
AP1597688809871rhye,20210119,326,WDW,qvvd,hybj,perftest@dis.sink.sparkpostmail.com,3215,20211125,96.56
AP1597688809872cgjx,20210221,878,WDW,bpce,ccio,perftest@dis.sink.sparkpostmail.com,3861,20211029,76.85
AP1597688809872cgjx,20210221,878,WDW,bpce,ccio,perftest@dis.sink.sparkpostmail.com,3861,20211128,76.85
AP1597688809872cgjx,20210221,878,WDW,bpce,ccio,perftest@dis.sink.sparkpostmail.com,3861,20211228,76.85
AP1597688809873vccy,20201230,360,WDW,ydnu,axjx,perftest@dis.sink.sparkpostmail.com,2923,20210906,65.91
AP1597688809873vccy,20201230,360,WDW,ydnu,axjx,perftest@dis.sink.sparkpostmail.com,2923,20211006,65.91
AP1597688809873vccy,20201230,360,WDW,ydnu,axjx,perftest@dis.sink.sparkpostmail.com,2923,20211105,65.91
AP1597688809874sekp,20201212,105,WDW,trpy,kfhq,perftest@dis.sink.sparkpostmail.com,4012,20210819,92.30
AP1597688809874sekp,20201212,105,WDW,trpy,kfhq,perftest@dis.sink.sparkpostmail.com,4012,20210918,92.30
AP1597688809874sekp,20201212,105,WDW,trpy,kfhq,perftest@dis.sink.sparkpostmail.com,4012,20211018,92.30
AP1597688809875ajpn,20210104,509,WDW,qwdw,xytv,perftest@dis.sink.sparkpostmail.com,6442,20210911,26.28
AP1597688809875ajpn,20210104,509,WDW,qwdw,xytv,perftest@dis.sink.sparkpostmail.com,6442,20211011,26.28
AP1597688809875ajpn,20210104,509,WDW,qwdw,xytv,perftest@dis.sink.sparkpostmail.com,6442,20211110,26.28
AP1597688809876vyhd,20210109,587,WDW,jlac,tzvh,perftest@dis.sink.sparkpostmail.com,9494,20210916,82.63
AP1597688809876vyhd,20210109,587,WDW,jlac,tzvh,perftest@dis.sink.sparkpostmail.com,9494,20211016,82.63
AP1597688809876vyhd,20210109,587,WDW,jlac,tzvh,perftest@dis.sink.sparkpostmail.com,9494,20211115,82.63
AP1597688809876rtan,20210208,033,WDW,qhqi,ogql,perftest@dis.sink.sparkpostmail.com,1794,20211016,37.82
AP1597688809876rtan,20210208,033,WDW,qhqi,ogql,perftest@dis.sink.sparkpostmail.com,1794,20211115,37.82
AP1597688809876rtan,20210208,033,WDW,qhqi,ogql,perftest@dis.sink.sparkpostmail.com,1794,20211215,37.82
AP1597688809877zctp,20201223,919,WDW,upha,lfph,perftest@dis.sink.sparkpostmail.com,0935,20210830,37.30
AP1597688809877zctp,20201223,919,WDW,upha,lfph,perftest@dis.sink.sparkpostmail.com,0935,20210929,37.30
AP1597688809877zctp,20201223,919,WDW,upha,lfph,perftest@dis.sink.sparkpostmail.com,0935,20211029,37.30
AP1597688809878unpw,20200910,363,WDW,esmf,htol,perftest@dis.sink.sparkpostmail.com,5091,20210518,42.51
AP1597688809878unpw,20200910,363,WDW,esmf,htol,perftest@dis.sink.sparkpostmail.com,5091,20210617,42.51
AP1597688809878unpw,20200910,363,WDW,esmf,htol,perftest@dis.sink.sparkpostmail.com,5091,20210717,42.51
AP1597688809879yyau,20201021,680,WDW,tzio,bvbx,perftest@dis.sink.sparkpostmail.com,6374,20210628,54.75
AP1597688809879yyau,20201021,680,WDW,tzio,bvbx,perftest@dis.sink.sparkpostmail.com,6374,20210728,54.75
AP1597688809879yyau,20201021,680,WDW,tzio,bvbx,perftest@dis.sink.sparkpostmail.com,6374,20210827,54.75
AP1597688809880rndz,20200927,713,WDW,fvvp,gymf,perftest@dis.sink.sparkpostmail.com,0060,20210604,73.25
AP1597688809880rndz,20200927,713,WDW,fvvp,gymf,perftest@dis.sink.sparkpostmail.com,0060,20210704,73.25
AP1597688809880rndz,20200927,713,WDW,fvvp,gymf,perftest@dis.sink.sparkpostmail.com,0060,20210803,73.25
AP1597688809881twch,20210121,484,WDW,dcnw,exkf,perftest@dis.sink.sparkpostmail.com,9459,20210928,45.17
AP1597688809881twch,20210121,484,WDW,dcnw,exkf,perftest@dis.sink.sparkpostmail.com,9459,20211028,45.17
AP1597688809881twch,20210121,484,WDW,dcnw,exkf,perftest@dis.sink.sparkpostmail.com,9459,20211127,45.17
AP1597688809882biga,20201202,741,WDW,xtif,dslc,perftest@dis.sink.sparkpostmail.com,3176,20210809,50.10
AP1597688809882biga,20201202,741,WDW,xtif,dslc,perftest@dis.sink.sparkpostmail.com,3176,20210908,50.10
AP1597688809882biga,20201202,741,WDW,xtif,dslc,perftest@dis.sink.sparkpostmail.com,3176,20211008,50.10
AP1597688809883vqpa,20210219,006,WDW,rlkb,llzm,perftest@dis.sink.sparkpostmail.com,6484,20211027,44.49
AP1597688809883vqpa,20210219,006,WDW,rlkb,llzm,perftest@dis.sink.sparkpostmail.com,6484,20211126,44.49
AP1597688809883vqpa,20210219,006,WDW,rlkb,llzm,perftest@dis.sink.sparkpostmail.com,6484,20211226,44.49
AP1597688809884yhen,20201218,455,WDW,olar,ztkb,perftest@dis.sink.sparkpostmail.com,3641,20210825,61.60
AP1597688809884yhen,20201218,455,WDW,olar,ztkb,perftest@dis.sink.sparkpostmail.com,3641,20210924,61.60
AP1597688809884yhen,20201218,455,WDW,olar,ztkb,perftest@dis.sink.sparkpostmail.com,3641,20211024,61.60
AP1597688809885kfrc,20201120,498,WDW,yxaj,nzia,perftest@dis.sink.sparkpostmail.com,3862,20210728,30.81
AP1597688809885kfrc,20201120,498,WDW,yxaj,nzia,perftest@dis.sink.sparkpostmail.com,3862,20210827,30.81
AP1597688809885kfrc,20201120,498,WDW,yxaj,nzia,perftest@dis.sink.sparkpostmail.com,3862,20210926,30.81
AP1597688809886twfm,20201229,133,WDW,pmja,sjzw,perftest@dis.sink.sparkpostmail.com,2775,20210905,16.89
AP1597688809886twfm,20201229,133,WDW,pmja,sjzw,perftest@dis.sink.sparkpostmail.com,2775,20211005,16.89
AP1597688809886twfm,20201229,133,WDW,pmja,sjzw,perftest@dis.sink.sparkpostmail.com,2775,20211104,16.89
AP1597688809887rqex,20200904,025,WDW,euwp,galv,perftest@dis.sink.sparkpostmail.com,8256,20210512,92.75
AP1597688809887rqex,20200904,025,WDW,euwp,galv,perftest@dis.sink.sparkpostmail.com,8256,20210611,92.75
AP1597688809887rqex,20200904,025,WDW,euwp,galv,perftest@dis.sink.sparkpostmail.com,8256,20210711,92.75
AP1597688809887lmoh,20210115,633,WDW,nggv,rjcc,perftest@dis.sink.sparkpostmail.com,9359,20210922,68.16
AP1597688809887lmoh,20210115,633,WDW,nggv,rjcc,perftest@dis.sink.sparkpostmail.com,9359,20211022,68.16
AP1597688809887lmoh,20210115,633,WDW,nggv,rjcc,perftest@dis.sink.sparkpostmail.com,9359,20211121,68.16
AP1597688809888ursg,20200928,704,WDW,rdlz,vcny,perftest@dis.sink.sparkpostmail.com,2146,20210605,48.04
AP1597688809888ursg,20200928,704,WDW,rdlz,vcny,perftest@dis.sink.sparkpostmail.com,2146,20210705,48.04
AP1597688809888ursg,20200928,704,WDW,rdlz,vcny,perftest@dis.sink.sparkpostmail.com,2146,20210804,48.04
AP1597688809889lamb,20210304,438,WDW,qsuu,zuyt,perftest@dis.sink.sparkpostmail.com,3111,20211109,26.47
AP1597688809889lamb,20210304,438,WDW,qsuu,zuyt,perftest@dis.sink.sparkpostmail.com,3111,20211209,26.47
AP1597688809889lamb,20210304,438,WDW,qsuu,zuyt,perftest@dis.sink.sparkpostmail.com,3111,20220108,26.47
AP1597688809890mkzz,20201115,983,WDW,jzkx,swln,perftest@dis.sink.sparkpostmail.com,2354,20210723,26.47
AP1597688809890mkzz,20201115,983,WDW,jzkx,swln,perftest@dis.sink.sparkpostmail.com,2354,20210822,26.47
AP1597688809890mkzz,20201115,983,WDW,jzkx,swln,perftest@dis.sink.sparkpostmail.com,2354,20210921,26.47
AP1597688809891vqnr,20201230,192,WDW,lidt,patu,perftest@dis.sink.sparkpostmail.com,7685,20210906,87.44
AP1597688809891vqnr,20201230,192,WDW,lidt,patu,perftest@dis.sink.sparkpostmail.com,7685,20211006,87.44
AP1597688809891vqnr,20201230,192,WDW,lidt,patu,perftest@dis.sink.sparkpostmail.com,7685,20211105,87.44
AP1597688809892dgun,20201124,844,WDW,hhbl,harp,perftest@dis.sink.sparkpostmail.com,4798,20210801,98.21
AP1597688809892dgun,20201124,844,WDW,hhbl,harp,perftest@dis.sink.sparkpostmail.com,4798,20210831,98.21
AP1597688809892dgun,20201124,844,WDW,hhbl,harp,perftest@dis.sink.sparkpostmail.com,4798,20210930,98.21
AP1597688809893mreh,20200911,844,WDW,paub,dpml,perftest@dis.sink.sparkpostmail.com,2359,20210519,48.52
AP1597688809893mreh,20200911,844,WDW,paub,dpml,perftest@dis.sink.sparkpostmail.com,2359,20210618,48.52
AP1597688809893mreh,20200911,844,WDW,paub,dpml,perftest@dis.sink.sparkpostmail.com,2359,20210718,48.52
AP1597688809894dykm,20200828,664,WDW,hbrw,ilgw,perftest@dis.sink.sparkpostmail.com,1829,20210505,37.99
AP1597688809894dykm,20200828,664,WDW,hbrw,ilgw,perftest@dis.sink.sparkpostmail.com,1829,20210604,37.99
AP1597688809894dykm,20200828,664,WDW,hbrw,ilgw,perftest@dis.sink.sparkpostmail.com,1829,20210704,37.99
AP1597688809894dpdc,20200901,089,WDW,rxas,mmkr,perftest@dis.sink.sparkpostmail.com,2878,20210509,53.98
AP1597688809894dpdc,20200901,089,WDW,rxas,mmkr,perftest@dis.sink.sparkpostmail.com,2878,20210608,53.98
AP1597688809894dpdc,20200901,089,WDW,rxas,mmkr,perftest@dis.sink.sparkpostmail.com,2878,20210708,53.98
AP1597688809895gdot,20210121,404,WDW,bhob,mmiq,perftest@dis.sink.sparkpostmail.com,6999,20210928,48.86
AP1597688809895gdot,20210121,404,WDW,bhob,mmiq,perftest@dis.sink.sparkpostmail.com,6999,20211028,48.86
AP1597688809895gdot,20210121,404,WDW,bhob,mmiq,perftest@dis.sink.sparkpostmail.com,6999,20211127,48.86
AP1597688809896zerg,20200930,124,WDW,ydgm,jfgc,perftest@dis.sink.sparkpostmail.com,8114,20210607,83.76
AP1597688809896zerg,20200930,124,WDW,ydgm,jfgc,perftest@dis.sink.sparkpostmail.com,8114,20210707,83.76
AP1597688809896zerg,20200930,124,WDW,ydgm,jfgc,perftest@dis.sink.sparkpostmail.com,8114,20210806,83.76
